time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2021-06-18 00:00:00,23,12.9,53,0,,210,9.4,,1014,,
2021-06-18 01:00:00,23,12.9,53,0,,230,7.6,,1013,,
2021-06-18 02:00:00,22,14.1,61,0,,220,9.4,,1013,,
2021-06-18 03:00:00,21,13.9,64,0,,210,5.4,,1012,,
2021-06-18 04:00:00,22,14.1,61,0,,210,9.4,,1012,,
2021-06-18 05:00:00,22,15.1,65,0,,190,9.4,,1013,,
2021-06-18 06:00:00,22,14.1,61,0,,220,5.4,,1014,,
2021-06-18 07:00:00,21,13.9,64,0.1,,260,5.4,,1014,,
2021-06-18 08:00:00,21,15.1,69,0.5,,0,0,,1013,,
2021-06-18 09:00:00,20,16,78,0.1,,220,5.4,,1016,,
2021-06-18 10:00:00,18,17,94,0.2,,230,7.6,,1011,,5
2021-06-18 11:00:00,18,18,100,4.6,,190,18.4,,1010,,
2021-06-18 12:00:00,20,19,94,0.3,,210,14.8,,1010,,
2021-06-18 13:00:00,22,19,83,0,,210,14.8,,1009,,
2021-06-18 14:00:00,24,19.1,74,0,,210,14.8,,1009,,
2021-06-18 15:00:00,27,20.1,66,0,,230,13,,1009,,
2021-06-18 16:00:00,27,19.1,62,0,,240,16.6,,1008,,
2021-06-18 17:00:00,26,20.1,70,0.1,,230,11.2,,1008,,
2021-06-18 18:00:00,26,21,74,0.4,,240,9.4,,1008,,
2021-06-18 19:00:00,25,21.1,79,0,,280,7.6,,1008,,
2021-06-18 20:00:00,26,22.1,79,0,,250,5.4,,1008,,
2021-06-18 21:00:00,25,22.1,84,0,,0,0,,1008,,
2021-06-18 22:00:00,24,22.1,89,0,,220,5.4,,1009,,
2021-06-18 23:00:00,24,22.1,89,0,,250,7.6,,1010,,
2021-06-19 00:00:00,24,22.1,89,0,,240,7.6,,1009,,
2021-06-19 01:00:00,22,21,94,0,,270,5.4,,1010,,
2021-06-19 02:00:00,22,21,94,0,,0,0,,1010,,
2021-06-19 03:00:00,22,21,94,0,,220,5.4,,1010,,
2021-06-19 04:00:00,22,21,94,0,,220,11.2,,1010,,
2021-06-19 05:00:00,21,20,94,0,,230,11.2,,1010,,
2021-06-19 06:00:00,21,20,94,0,,240,9.4,,1011,,
2021-06-19 07:00:00,22,19.9,88,0,,240,11.2,,1011,,
2021-06-19 08:00:00,22,19.9,88,0,,250,9.4,,1010,,
2021-06-19 09:00:00,22,19,83,0,,230,9.4,,1009,,
2021-06-19 10:00:00,22,19,83,0,,260,9.4,,1010,,
2021-06-19 11:00:00,22,19,83,0,,270,13,,1011,,
2021-06-19 12:00:00,21,18.9,88,0.2,,270,7.6,,1010,,
2021-06-19 13:00:00,22,19.9,88,1.3,,0,0,,1009,,
2021-06-19 14:00:00,23,20,83,0,,0,0,,1009,,
2021-06-19 15:00:00,25,20,74,0.1,,0,0,,1009,,
2021-06-19 16:00:00,26,18.9,65,2.6,,0,0,,1008,,
2021-06-19 17:00:00,25,20,74,6.7,,360,9.4,,1008,,
2021-06-19 18:00:00,24,19.1,74,0.3,,50,5.4,,1008,,
2021-06-19 19:00:00,26,18.9,65,0.1,,0,0,,1008,,
2021-06-19 20:00:00,24,19.1,74,0,,0,0,,1008,,
2021-06-19 21:00:00,22,19,83,0,,0,0,,1008,,5
2021-06-19 22:00:00,21,18.9,88,0,,0,0,,1008,,
2021-06-19 23:00:00,20,19,94,0,,0,0,,1008,,
2021-06-20 00:00:00,21,20,94,0,,0,0,,1008,,
2021-06-20 01:00:00,23,20,83,0.3,,220,7.6,,1008,,
2021-06-20 02:00:00,23,20,83,0.4,,220,7.6,,1008,,
2021-06-20 03:00:00,23,20,83,0,,230,7.6,,1008,,
2021-06-20 04:00:00,22,19.9,88,0,,220,5.4,,1008,,
2021-06-20 05:00:00,22,19.9,88,0,,0,0,,1008,,
2021-06-20 06:00:00,22,19.9,88,0,,220,5.4,,1008,,
2021-06-20 07:00:00,22,19.9,88,0,,220,5.4,,1008,,
2021-06-20 08:00:00,23,21.1,89,0,,0,0,,1008,,
2021-06-20 09:00:00,25,22.1,84,0,,230,7.6,,1008,,
2021-06-20 10:00:00,26,22.1,79,0,,230,11.2,,1008,,
2021-06-20 11:00:00,27,22,74,0,,260,7.6,,1008,,
2021-06-20 12:00:00,28,22,70,0.5,,240,9.4,,1007,,
2021-06-20 13:00:00,28,22,70,0.4,,240,5.4,,1007,,
2021-06-20 14:00:00,26,22.1,79,0.1,,360,7.6,,1006,,
2021-06-20 15:00:00,28,22,70,0,,360,5.4,,1005,,
2021-06-20 16:00:00,29,23,70,0,,0,0,,1005,,
2021-06-20 17:00:00,29,22,66,0,,50,7.6,,1005,,
2021-06-20 18:00:00,27,22,74,0,,0,0,,1004,,
2021-06-20 19:00:00,27,22,74,0,,100,7.6,,1004,,
2021-06-20 20:00:00,25,22.1,84,0,,0,0,,1003,,
2021-06-20 21:00:00,24,22.1,89,0,,120,5.4,,1003,,
2021-06-20 22:00:00,25,22.1,84,0.5,,170,7.6,,1003,,
2021-06-20 23:00:00,26,22.1,79,11.6,,360,5.4,,1003,,
2021-06-21 00:00:00,22,19.9,88,1.3,,0,0,,1003,,
2021-06-21 01:00:00,21,21,100,1.8,,0,0,,1002,,
2021-06-21 02:00:00,21,18.9,88,0.4,,110,7.6,,1002,,
2021-06-21 03:00:00,20,19,94,0.5,,0,0,,1001,,
2021-06-21 04:00:00,22,21,94,0,,210,5.4,,1001,,
2021-06-21 05:00:00,25,21.1,79,0,,220,9.4,,1002,,
2021-06-21 06:00:00,20,18,88,1.8,,230,9.4,,1002,,
2021-06-21 07:00:00,19,18,94,2,,0,0,,1000,,
2021-06-21 08:00:00,20,19,94,0.5,,200,13,,1000,,
2021-06-21 09:00:00,22,19,83,0.1,,230,13,,1000,,
2021-06-21 10:00:00,23,20,83,0.3,,260,11.2,,1001,,
2021-06-21 11:00:00,25,21.1,79,1.8,,260,13,,1002,,
2021-06-21 12:00:00,25,20,74,0.2,,280,18.4,,1001,,
2021-06-21 13:00:00,26,17.9,61,0.1,,280,16.6,,1002,,
2021-06-21 14:00:00,27,16.9,54,0.2,,290,18.4,,1003,,
2021-06-21 15:00:00,25,17,61,0,,300,14.8,,1004,,
2021-06-21 16:00:00,23,16.1,65,0,,320,14.8,,1005,,
2021-06-21 17:00:00,21,13.9,64,0,,330,11.2,,1006,,
2021-06-21 18:00:00,21,13.9,64,0,,310,11.2,,1006,,
2021-06-21 19:00:00,21,12.9,60,0,,310,13,,1007,,
2021-06-21 20:00:00,20,13,64,0,,320,9.4,,1007,,
2021-06-21 21:00:00,20,13,64,0,,330,9.4,,1008,,
2021-06-21 22:00:00,19,13,68,0.4,,330,11.2,,1009,,
