time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2016-06-19 21:00:00,29.4,16.6,46,,,230,7.6,,,,
2016-06-19 22:00:00,28.3,16.2,48,,,210,11.2,,,,
2016-06-19 23:00:00,27,16.9,54,,,220,9.4,,,,
2016-06-20 00:00:00,26.6,16.2,53,,,200,11.2,,,,
2016-06-20 01:00:00,25.5,17.2,60,,,210,13,,,,
2016-06-20 02:00:00,26,17.1,58,,,210,14.8,,,,
2016-06-20 03:00:00,25.5,17.2,60,,,210,14.8,,,,
2016-06-20 04:00:00,25,18.2,66,,,210,11.2,,,,
2016-06-20 05:00:00,25,18.9,69,,,210,14.8,,,,
2016-06-20 06:00:00,25,20,74,,,220,14.8,,,,
2016-06-20 07:00:00,25.5,21.2,77,,,230,18.4,,,,
2016-06-20 08:00:00,26,22.1,79,,,230,18.4,,,,
2016-06-20 09:00:00,27.7,22.2,72,,,230,16.6,,,,
2016-06-20 10:00:00,30.5,22.7,63,,,240,18.4,,,,
2016-06-20 11:00:00,31,22.1,59,,,250,22.3,,,,
2016-06-20 12:00:00,32.7,22.8,56,,,240,25.9,,,,
2016-06-20 13:00:00,34.4,21.1,46,,,250,25.9,,,,
2016-06-20 14:00:00,35,20.9,44,,,260,31.7,,,,
2016-06-20 15:00:00,35.5,21,43,,,260,20.5,,,,
2016-06-20 16:00:00,33.8,21.3,48,,,260,20.5,,,,
2016-06-20 17:00:00,34,21.1,47,,,260,33.5,,,,
2016-06-20 18:00:00,33.8,21.6,49,,,260,29.5,,,,
2016-06-20 19:00:00,33.8,21.3,48,,,250,29.5,,,,
2016-06-20 20:00:00,33,20.9,49,,,250,25.9,,,,
2016-06-20 21:00:00,30.5,21,57,,,250,16.6,,,,
2016-06-20 22:00:00,29,21,62,,,250,18.4,,,,
2016-06-20 23:00:00,27,20.1,66,,,250,20.5,,,,
2016-06-21 00:00:00,26.1,21.1,74,,,250,16.6,,,,
2016-06-21 01:00:00,26.1,20.4,71,,,270,25.9,,,,
2016-06-21 02:00:00,26,21,74,,,270,16.6,,,,
2016-06-21 03:00:00,25.5,20.5,74,,,310,16.6,,,,
2016-06-21 04:00:00,20.5,11.7,57,,,70,22.3,,,,
2016-06-21 05:00:00,20,10.4,54,,,80,18.4,,,,
2016-06-21 06:00:00,18.8,12.3,66,,,90,14.8,,,,
2016-06-21 07:00:00,19.4,11.2,59,,,100,13,,,,
2016-06-21 08:00:00,21,11.1,53,,,100,13,,,,
2016-06-21 09:00:00,22.2,13.3,57,,,120,18.4,,,,
2016-06-21 10:00:00,23.3,11.7,48,,,120,13,,,,
2016-06-21 11:00:00,25,11.9,44,,,,0,,,,
2016-06-21 12:00:00,28.3,13.8,41,,,330,7.6,,,,
2016-06-21 13:00:00,26.6,12.6,42,,,,5.4,,,,
2016-06-21 14:00:00,27,15.1,48,,,70,13,,,,
2016-06-21 15:00:00,26.6,12.6,42,,,30,9.4,,,,
2016-06-21 16:00:00,28.3,12.6,38,,,330,7.6,,,,
2016-06-21 17:00:00,31,14.2,36,,,,7.6,,,,
2016-06-21 18:00:00,30,14.5,39,,,,9.4,,,,
2016-06-21 19:00:00,30,12,33,,,290,24.1,,,,
2016-06-21 20:00:00,28,15,45,,,290,20.5,,,,
2016-06-21 21:00:00,26.1,13.2,45,,,310,25.9,,,,
2016-06-21 22:00:00,25,12.2,45,,,300,22.3,,,,
2016-06-21 23:00:00,23.8,12.1,48,,,280,20.5,,,,
2016-06-22 00:00:00,23.3,12.3,50,,,280,14.8,,,,
2016-06-22 01:00:00,22.2,11,49,,,270,11.2,,,,
2016-06-22 02:00:00,19,11.1,60,,,240,7.6,,,,
2016-06-22 03:00:00,18.8,11.1,61,,,240,5.4,,,,
2016-06-22 04:00:00,18.8,12.8,68,,,230,11.2,,,,
2016-06-22 05:00:00,19,12,64,,,220,11.2,,,,
2016-06-22 06:00:00,18.8,11.6,63,,,230,11.2,,,,
2016-06-22 07:00:00,20,12.3,61,,,230,11.2,,,,
2016-06-22 08:00:00,21,11.1,53,,,270,11.2,,,,
2016-06-22 09:00:00,23.3,13.8,55,,,300,13,,,,
2016-06-22 10:00:00,23.8,16.1,62,,,310,7.6,,,,
2016-06-22 11:00:00,25,17,61,,,300,9.4,,,,
2016-06-22 12:00:00,26.6,15.6,51,,,310,5.4,,,,
2016-06-22 13:00:00,26.1,14.9,50,,,170,7.6,,,,
2016-06-22 14:00:00,30,14.1,38,,,230,13,,,,
2016-06-22 15:00:00,30,13.3,36,,,220,11.2,,,,
2016-06-22 16:00:00,30.5,17.6,46,,,340,7.6,,,,
2016-06-22 17:00:00,29,15.9,45,,,,7.6,,,,
2016-06-22 18:00:00,24.4,18.8,71,,,60,9.4,,,,
2016-06-22 19:00:00,25.5,18.2,64,,,100,5.4,,,,
2016-06-22 20:00:00,26.1,18.8,64,,,140,9.4,,,,
2016-06-22 21:00:00,26.1,18.8,64,,,200,9.4,,,,
2016-06-22 22:00:00,26.1,18.3,62,,,220,9.4,,,,
2016-06-22 23:00:00,26,20.1,70,,,240,18.4,,,,
