time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2020-06-18 00:00:00,18,14.1,78,,,0,0,,,,
2020-06-18 01:00:00,19,15.1,78,,,0,0,,,,
2020-06-18 02:00:00,18,14.1,78,,,0,0,,,,
2020-06-18 03:00:00,18,13.1,73,,,120,5.4,,,,
2020-06-18 04:00:00,17,14.1,83,,,0,0,,,,
2020-06-18 05:00:00,18,14.1,78,,,0,0,,,,
2020-06-18 06:00:00,18,16,88,,,340,5.4,,,,
2020-06-18 07:00:00,18,17,94,,,0,0,,,,
2020-06-18 08:00:00,21,17,78,,,60,11.2,,,,
2020-06-18 09:00:00,22,16.1,69,,,80,9.4,,,,
2020-06-18 10:00:00,23,15.1,61,,,0,0,,,,
2020-06-18 11:00:00,24,15,57,,,50,14.8,,,,
2020-06-18 12:00:00,25,14.2,51,,,60,16.6,,,,
2020-06-18 13:00:00,25,15,54,,,60,14.8,,,,
2020-06-18 14:00:00,26,15.1,51,,,50,18.4,,,,
2020-06-18 15:00:00,25,17,61,,,50,16.6,,,,
2020-06-18 16:00:00,26,16,54,,,80,18.4,,,,
2020-06-18 17:00:00,26,16,54,,,80,18.4,,,,
2020-06-18 18:00:00,25,17,61,,,60,20.5,,,,
2020-06-18 19:00:00,26,16,54,,,50,13,,,,
2020-06-18 20:00:00,24,16,61,,,110,9.4,,,,
2020-06-18 21:00:00,22,16.9,73,,,130,11.2,,,,
2020-06-18 22:00:00,20,17,83,,,120,9.4,,,,
2020-06-18 23:00:00,22,16.9,73,,,180,9.4,,,,
2020-06-19 00:00:00,21,18,83,,,230,5.4,,,,
2020-06-19 01:00:00,20,17,83,,,270,7.6,,,,
2020-06-19 02:00:00,19,17,88,,,0,0,,,,
2020-06-19 03:00:00,18,16,88,,,190,7.6,,,,
2020-06-19 04:00:00,20,17,83,,,210,7.6,,,,
2020-06-19 05:00:00,19,17,88,,,210,5.4,,,,5
2020-06-19 06:00:00,19,17,88,,,0,0,,,,
2020-06-19 07:00:00,20,18,88,,,0,0,,,,
2020-06-19 08:00:00,21,18,83,,,0,0,,,,
2020-06-19 09:00:00,22,18,78,,,0,0,,,,
2020-06-19 10:00:00,24,18,69,,,0,0,,,,
2020-06-19 11:00:00,26,16,54,,,0,0,,,,
2020-06-19 12:00:00,26,17.9,61,,,360,7.6,,,,
2020-06-19 13:00:00,26,17.9,61,,,360,11.2,,,,
2020-06-19 14:00:00,26,18.9,65,,,10,18.4,,,,
2020-06-19 15:00:00,27,19.1,62,,,10,13,,,,
2020-06-19 16:00:00,28,19,58,,,70,9.4,,,,
2020-06-19 17:00:00,28,18.1,55,,,360,13,,,,
2020-06-19 18:00:00,29,15.2,43,,,60,11.2,,,,
