time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2015-06-22 03:00:00,21.1,18.3,84,,,,0,,,,
2015-06-22 04:00:00,20,17.8,87,,,,0,,,,
2015-06-22 05:00:00,19.4,17.7,90,,,180,5.4,,,,
2015-06-22 06:00:00,20,19,94,,,,0,,,,
2015-06-22 07:00:00,21,18.9,88,,,,0,,,,
2015-06-22 08:00:00,22.7,20.4,87,,,160,7.6,,,,
2015-06-22 09:00:00,24.4,21.1,82,,,180,9.4,,,,
2015-06-22 10:00:00,26.1,22.2,79,,,170,13,,,,
2015-06-22 11:00:00,28,21.1,66,,,190,16.6,,,,
2015-06-22 12:00:00,28.8,22.8,70,,,210,11.2,,,,
2015-06-22 13:00:00,30,22.2,63,,,220,18.4,,,,
2015-06-22 14:00:00,30,21.9,62,,,210,16.6,,,,
2015-06-22 15:00:00,30,23,66,,,210,13,,,,
2015-06-22 16:00:00,29,23,70,,,200,16.6,,,,
2015-06-22 17:00:00,26,23.1,84,,,,11.2,,,,
2015-06-22 18:00:00,27.7,24.3,82,,,180,11.2,,,,
2015-06-22 19:00:00,29.4,23.8,72,,,200,24.1,,,,
2015-06-22 20:00:00,29,23.9,74,,,210,20.5,,,,
2015-06-22 21:00:00,28.8,23.7,74,,,220,24.1,,,,
2015-06-22 22:00:00,28.3,23.2,74,,,220,20.5,,,,
2015-06-22 23:00:00,27.7,23.3,77,,,230,24.1,,,,
